total_return,buy_hold_return,excess_return,total_trades,win_rate,avg_return_per_trade,sharpe_ratio,final_capital,risk_level
-0.01819860640525818,-0.9442948744847224,0.9260962680794642,6,0.3333333333333333,-0.06087525011712558,-0.9443549046327381,98180.13935947418,conservative
-0.04166151523590088,-0.9442948744847224,0.9026333592488215,8,0.25,-0.05259521621208685,-0.9124990989263851,95833.84847640991,moderate
-0.03239162090301514,-0.9442948744847224,0.9119032535817072,8,0.25,-0.0271825304382394,-0.8595626741264766,96760.83790969849,aggressive
