Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_short,SMA_long,EMA_short,EMA_long,RSI,BB_middle,BB_upper,BB_lower,BB_width,BB_position,Price_Change,Momentum,Volatility,Volume_SMA,Volume_Ratio
2023-09-06 00:00:00-04:00,130.0,133.0,115.0,118.0,4017,0.0,0.0,127.2,,127.26911765192389,133.99431842564127,25.423728813559322,138.85,168.34594084472965,109.35405915527033,58.99188168945932,0.14656153689490675,-0.024793388429752095,-0.13235294117647056,,2203.5,1.823008849557522
2023-09-07 00:00:00-04:00,115.0,117.0,104.5,115.0,7206,0.0,0.0,125.2,,125.0048904632919,132.36805490838907,24.19354838709677,136.8,166.96864876690793,106.63135123309209,60.33729753381584,0.1386977725049374,-0.025423728813559365,-0.14814814814814814,0.03934109271061585,2384.9,3.0215103358631388
2023-09-08 00:00:00-04:00,114.0,114.0,106.0,112.0,2614,0.0,0.0,123.7,,122.61140975811794,130.6602136077704,25.86206896551724,134.45,164.6596185449532,104.24038145504679,60.4192370899064,0.12842960154241223,-0.02608695652173909,-0.11811023622047245,0.038599768693910276,2439.75,1.0714212521774773
2023-09-11 00:00:00-04:00,109.0,109.0,102.0,104.0,5715,0.0,0.0,121.2,,119.19368858680954,128.46717870001424,24.19354838709677,131.45,161.2173434629647,101.68265653703529,59.53468692592941,0.038924257145214476,-0.0714285714285714,-0.1937984496124031,0.038704234118507895,2602.05,2.1963451893699197
2023-09-12 00:00:00-04:00,104.0,106.0,98.0,98.0,6792,0.0,0.0,118.6,,115.3088297705763,126.00467885124704,22.058823529411754,128.05,156.71485102369329,99.38514897630674,57.32970204738655,-0.024161105445163946,-0.05769230769230771,-0.20967741935483875,0.038626631361067,2828.0,2.401697312588402
2023-09-13 00:00:00-04:00,95.80000305175781,105.5999984741211,87.0,100.0,4794,0.0,0.0,114.9,,112.50684044364083,123.9365866854907,24.637681159420282,125.35,153.89562368523326,96.80437631476673,57.09124737046653,0.05597396855768083,0.020408163265306145,-0.27007299270072993,0.0382526700227117,2949.75,1.6252224764810577
2023-09-14 00:00:00-04:00,99.0,106.0,96.80000305175781,104.0,2183,0.0,0.0,112.2,,110.95171151618706,122.37452489559608,32.30769230769231,123.2,151.3544611777695,95.04553882223051,56.308922355538996,0.159023842104992,0.040000000000000036,-0.20610687022900764,0.04006879455556289,2932.5,0.7444160272804774
2023-09-15 00:00:00-04:00,105.0,105.0,93.0,94.0,4009,0.0,0.0,108.9,,107.85585037302225,120.18167675781707,26.027397260273972,120.55,149.24421361070634,91.85578638929366,57.388427221412684,0.03736317084337692,-0.09615384615384615,-0.25984251968503935,0.0436091127784392,3052.5,1.3133497133497134
2023-09-18 00:00:00-04:00,100.0,118.0,94.30000305175781,108.0,3458,0.0,0.0,107.4,,107.88215485686395,119.25211585514558,40.243902439024396,118.95,146.62841644390278,91.27158355609721,55.35683288780557,0.30219244077433216,0.14893617021276606,-0.12195121951219512,0.057333081005257434,3134.05,1.1033646559563504
2023-09-19 00:00:00-04:00,106.0,114.0,103.0,111.0,3358,0.0,0.0,106.4,,108.4507240086995,118.62975129366549,31.944444444444443,117.7,144.37622635665664,91.02377364334336,53.35245271331328,0.37442001896328714,0.02777777777777768,-0.0826446280991735,0.05782642871876771,3225.45,1.0410950410020308
2023-09-20 00:00:00-04:00,111.0,120.0,110.0,114.0,3703,0.0,0.0,106.0,127.9,109.46214039048193,118.28434689636377,37.68115942028985,116.6,141.876575384294,91.32342461570599,50.55315076858801,0.44856898214115776,0.027027027027026973,-0.03389830508474578,0.058350577154194685,3358.45,1.1025919695097441
2023-09-21 00:00:00-04:00,110.0,111.0,102.0,105.0,1794,0.0,0.0,105.0,126.2,108.64922633177628,117.30316245066957,35.135135135135144,115.1,139.3174360849021,90.88256391509788,48.43487216980424,0.29147255794149407,-0.07894736842105265,-0.08695652173913049,0.06051542890293615,3354.85,0.5347482003666334
2023-09-22 00:00:00-04:00,106.0,111.0,103.0,111.0,928,0.0,0.0,104.9,124.6,109.0773359505962,116.84191953009024,42.10526315789474,114.3,137.91177226456514,90.68822773543485,47.223544529130294,0.430119603835236,0.05714285714285716,-0.008928571428571397,0.06120262627591134,3309.55,0.2804006586998232
2023-09-25 00:00:00-04:00,107.0,114.0,103.0,106.0,1555,0.0,0.0,105.1,122.66666666666667,108.51707484548379,116.05535842880589,40.50632911392405,113.15,135.97450206985567,90.32549793014434,45.64900413971134,0.3433700770751312,-0.04504504504504503,0.019230769230769162,0.061627438774520794,3311.6,0.4695615412489431
2023-09-26 00:00:00-04:00,103.0,116.0,103.0,116.0,2186,0.0,0.0,106.9,121.0,109.87908946860595,116.05137427847652,48.83720930232558,112.75,135.04821800762997,90.45178199237003,44.59643601525994,0.5728757786583646,0.09433962264150941,0.18367346938775508,0.0652146913410262,3254.25,0.6717369593608359
2023-09-27 00:00:00-04:00,115.0,117.0,104.4000015258789,111.0,1382,0.0,0.0,108.0,119.56666666666666,110.0830730767913,115.69051630387256,47.72727272727273,111.45,130.60559558210778,92.29440441789222,38.31119116421556,0.48825408486854033,-0.0431034482758621,0.1100000000000001,0.060774111486204936,3158.3,0.4375771775955419
2023-09-28 00:00:00-04:00,110.0,111.0,105.0,107.0,1325,0.0,0.0,108.3,118.23333333333333,109.52210551622674,115.07395432097937,47.19101123595505,110.25,127.1194679041286,93.3805320958714,33.738935808257196,0.403672124738309,-0.036036036036036,0.028846153846153744,0.06056305191580534,3153.9,0.4201147785281715
2023-09-29 00:00:00-04:00,110.0,111.0,104.0,109.0,1859,0.0,0.0,109.8,116.96666666666667,109.42712060382514,114.64578165575449,53.01204819277108,109.35,124.26414023493719,94.4358597650628,29.828280469874386,0.4882661690688646,0.01869158878504673,0.15957446808510634,0.060615068468708656,3173.7,0.5857516463433847
2023-10-02 00:00:00-04:00,106.0,108.0,101.0,105.0,1478,0.0,0.0,109.5,115.8,108.62179670133746,113.96985939729642,54.320987654320994,108.45,122.006509409447,94.893490590553,27.113018818894005,0.37275485540563147,-0.03669724770642202,-0.02777777777777779,0.06074165684282287,3170.15,0.4662239957099822
2023-10-03 00:00:00-04:00,103.0,105.0,97.0,99.0,2505,0.0,0.0,108.3,114.56666666666666,106.87168054913293,112.9266540495228,49.411764705882355,107.35,120.16898263472876,94.53101736527123,25.63796526945754,0.17431112757035622,-0.05714285714285716,-0.10810810810810811,0.061778255821707206,3143.05,0.7969965479391037
2023-10-04 00:00:00-04:00,99.0,101.0,97.0,100.0,1065,0.0,0.0,106.9,113.36666666666666,105.62187592127609,112.03046776489496,47.56097560975609,106.45,118.63238590407452,94.26761409592548,24.364771808149044,0.23527353135961918,0.010101010101010166,-0.1228070175438597,0.06177804268942253,2995.45,0.35553923450566693
2023-10-05 00:00:00-04:00,103.0,104.0,97.0,101.0,967,0.0,0.0,106.5,112.23333333333333,104.7813102422513,111.26940390675672,54.794520547945204,105.75,117.46368969692273,94.03631030307727,23.427379393845456,0.2972457815214339,0.010000000000000009,-0.03809523809523807,0.061713703589714404,2683.5,0.36035028880193776
2023-10-06 00:00:00-04:00,100.0,100.0,93.0,95.5,5347,0.0,0.0,104.95,111.18333333333334,103.09343028247844,110.18622303061852,40.310077519379846,104.925,117.10036339023253,92.74963660976746,24.350726780465067,0.112947897408917,-0.054455445544554504,-0.13963963963963966,0.06255156345605181,2820.15,1.8959984397993015
2023-10-09 00:00:00-04:00,95.5,98.0,88.0,89.9000015258789,4680,0.0,0.0,103.34000015258789,109.88000005086263,100.6941958980728,108.79857767147655,34.277198991100676,104.22000007629394,118.13017776859309,90.3098223839948,27.820355384598287,-0.01473097134994814,-0.05863872747770782,-0.1518867780577462,0.061910774447805954,2768.4,1.6905071521456436
2023-10-10 00:00:00-04:00,89.0,93.80000305175781,87.0,88.0,3225,0.0,0.0,100.5400001525879,108.68000005086263,98.38582245014388,107.38139433220984,30.30303030303031,103.72000007629394,119.20168336451506,88.23831678807282,30.96336657644224,-0.007696733734830375,-0.02113461060767574,-0.24137931034482762,0.060817953255230144,2590.05,1.2451497075346034
2023-10-11 00:00:00-04:00,92.0,93.5,82.80000305175781,84.0999984741211,3657,0.0,0.0,97.85,106.91666666666667,95.78808885439481,105.80076114934491,32.84072167305476,102.925,120.67743507507583,85.17256492492416,35.504870150151675,-0.03020899516790612,-0.044318199157714844,-0.24234235608899912,0.06119155764946469,2533.2,1.4436286120322124
2023-10-12 00:00:00-04:00,85.19999694824219,85.19999694824219,75.0,79.0,3575,0.0,0.0,95.05,105.18333333333334,92.73540999255881,103.98731226028251,23.33333333333333,101.675,122.38328726913693,80.96671273086307,41.41657453827386,-0.04748612730020895,-0.060642075703371656,-0.26168224299065423,0.06127132986850623,2602.8,1.3735208237282925
2023-10-13 00:00:00-04:00,81.0,81.0,79.0,79.0999984741211,1985,0.0,0.0,92.05999984741212,103.58666661580403,90.2560455233849,102.30861947496511,25.589834599983632,100.92999992370605,123.76387173647852,78.09612811093358,45.667743625544944,0.021982044294082147,0.001265803469887361,-0.2743119406043937,0.05800741840808749,2501.6,0.7934921650143908
2023-10-16 00:00:00-04:00,81.0999984741211,87.0,79.0,83.0999984741211,3465,0.0,0.0,89.86999969482422,102.25666656494141,88.95486072422341,101.01675685166686,16.496942415161826,99.68499984741212,123.58613671151639,75.78386298330784,47.80227372820855,0.15304994763242685,0.050568901101921915,-0.20857144310360864,0.047260747003713736,2501.95,1.3849197625851837
2023-10-17 00:00:00-04:00,81.0,90.0,81.0,86.5999984741211,2214,0.0,0.0,88.62999954223633,101.10999984741211,88.5266809758431,100.04981532513453,24.369745474735083,98.46499977111816,122.4251669785871,74.50483256364922,47.920334414937884,0.252401533882066,0.042117930977940476,-0.12525254066544345,0.047998411278081035,2444.75,0.9056140709684016
2023-10-18 00:00:00-04:00,90.0,91.80000305175781,86.0,90.4000015258789,2533,0.0,0.0,87.66999969482421,100.18999989827473,88.8672996662929,99.40424505706358,32.48945365006158,97.28499984741211,120.3308837273331,74.23911596749112,46.091767759841986,0.35062412104896873,0.043879943634102636,-0.09599998474121096,0.04884611883951684,2386.25,1.061498166579361
2023-10-19 00:00:00-04:00,92.0,94.0,87.0,90.0999984741211,2112,0.0,0.0,86.57999954223632,99.35999984741211,89.09143477328202,98.78327332437217,29.321663421531014,96.53999977111816,119.49894777190524,73.58105177033109,45.91789600157415,0.35974964321587616,-0.003318617773163779,-0.10792080718691988,0.04611127612450508,2402.15,0.8792123722498595
2023-10-20 00:00:00-04:00,90.0999984741211,94.0,87.5999984741211,93.4000015258789,2844,0.0,0.0,86.36999969482422,98.73999989827475,89.87483357010963,98.42478757974324,37.111114991740756,95.65999984741211,117.61242749513255,73.70757219969167,43.90485529544088,0.44852509349306785,0.036626005634236014,-0.021989512818021972,0.04482842339871509,2497.95,1.138533597549991
2023-10-23 00:00:00-04:00,90.69999694824219,99.0,90.69999694824219,97.0,2700,0.0,0.0,87.07999954223632,98.50666656494141,91.17034952736631,98.33010395745126,47.65258249595069,95.2099998474121,116.6325562111012,73.78744348372301,42.84511272737819,0.5417783975497414,0.038543880249548135,0.07897662239835745,0.04505423873985763,2555.2,1.056668753913588
2023-10-24 00:00:00-04:00,100.0,101.0,97.19999694824219,101.0,2032,0.0,0.0,88.37999954223633,98.6066665649414,92.95759386627938,98.50718744362153,51.09649108130592,94.4599998474121,113.76338444788641,75.1566152469378,38.606769200948605,0.6694003483831328,0.04123711340206193,0.1477272727272727,0.04030088535108111,2547.5,0.7976447497546615
2023-10-25 00:00:00-04:00,102.0,104.0,98.0,103.0,4078,0.0,0.0,90.26999969482422,98.7066665649414,94.78351528213737,98.80463931883598,52.1459224657152,94.05999984741212,112.21783485903512,75.90216483578911,36.315670023246014,0.7461747269667696,0.01980198019801982,0.22473248357661668,0.03971326925258635,2682.3,1.5203370241956529
2023-10-26 00:00:00-04:00,101.0,102.0,87.0,94.0,4012,0.0,0.0,91.76999969482422,98.37333323160807,94.64105608190579,98.48707927740864,48.50299419435126,93.40999984741211,110.51781963223254,76.30218006259167,34.21563956964087,0.5172435810059033,-0.08737864077669899,0.1898734177215189,0.043446649494734924,2816.65,1.4243871265510446
2023-10-27 00:00:00-04:00,100.0,101.0,94.0,97.0999984741211,2361,0.0,0.0,93.56999969482422,98.47666651407877,95.08814133444947,98.39554539146421,57.56302103468681,92.81499977111817,108.39978045642727,77.23021908580907,31.169561370618197,0.6374738210798871,0.03297870717150109,0.22756005495864828,0.04398029602633982,2841.75,0.8308260754816574
2023-10-30 00:00:00-04:00,98.0,105.0,96.0,103.0,3787,0.0,0.0,95.55999984741212,98.30999984741212,96.52667377445654,98.69894748945434,64.534882001669,92.71499977111816,107.99323056479523,77.43676897744109,30.556461587354136,0.836590026940106,0.06076211759623629,0.23947054020796577,0.0456318220595088,2957.2,1.2806032733666983
2023-10-31 00:00:00-04:00,101.0,105.0,99.0,102.0,2702,0.0,0.0,97.1,98.0099998474121,97.5218311757447,98.91616517782536,68.37782324778125,92.86499977111816,108.4586934914141,77.27130605082223,31.187387440591863,0.7929068760980024,-0.009708737864077666,0.17782912006033036,0.0436947559635399,2967.05,0.9106688461603275
2023-11-01 00:00:00-04:00,100.0,102.0,94.0999984741211,101.0,2417,0.0,0.0,98.15999984741211,97.57666651407878,98.15422923975707,99.0531106624979,74.66367375481798,92.91499977111816,108.6110978360859,77.21890170615042,31.392196129935485,0.7575480923799406,-0.009803921568627416,0.1172566183097532,0.04373713106459357,3034.65,0.7964674674179889
2023-11-02 00:00:00-04:00,102.0,106.0,96.5,104.0,1276,0.0,0.0,99.55,97.54333318074545,99.21710178311,99.37782013881485,76.21052371207409,93.06499977111817,109.13920663594186,76.99079290629447,32.14841372964739,0.8401412063699284,0.02970297029702973,0.15427304951477128,0.04416043024650809,3050.1,0.4183469394446084
2023-11-03 00:00:00-04:00,105.0,112.0,105.0,109.0,2756,0.0,0.0,101.10999984741211,97.47666651407877,100.99581757723334,100.00870310598617,76.70102830064465,93.73999977111816,111.30904016226465,76.17095937997168,35.138080782292974,0.9342866738632966,0.04807692307692313,0.16702353553815197,0.043152140904400414,2920.55,0.9436578726609713
2023-11-06 00:00:00-05:00,107.0,113.0,106.0,108.0,937,0.0,0.0,102.2099998474121,97.54333318074545,102.26930940702974,100.53210718582002,73.26086736581763,94.64499969482422,113.21724627280554,76.0727531168429,37.144493155962635,0.8595418639608483,-0.00917431192660545,0.11340206185567014,0.04049583631830576,2733.4,0.3427965171581181
2023-11-07 00:00:00-05:00,108.0,118.0,107.0,114.0,1663,0.0,0.0,103.5099998474121,97.47666651407877,104.40216788304633,101.41334639821324,74.4813238929346,95.94499969482422,116.12873282663895,75.76126656300949,40.36746626362947,0.9472661273131003,0.05555555555555558,0.1287128712871286,0.041019623187110374,2655.3,0.6262945806500206
2023-11-08 00:00:00-05:00,117.0,118.0,112.4000015258789,114.0,571,0.0,0.0,104.60999984741211,97.57666651407878,106.14723204410343,102.2361697479233,74.94780873124446,97.43999977111817,118.34604584918426,76.53395369305207,41.812092156132195,0.8960576803247366,0.0,0.10679611650485432,0.038852394616329874,2501.0,0.22830867652938824
2023-11-09 00:00:00-05:00,114.0,116.0,105.0,112.0,2387,0.0,0.0,106.40999984741211,97.74333318074544,107.21137355647816,102.87391129229295,69.95708056133354,99.08999977111816,119.05606644510416,79.12393309713215,39.93213334797201,0.8232985354522133,-0.01754385964912286,0.1914893617021276,0.03541800644939821,2441.6,0.9776376146788991
2023-11-10 00:00:00-05:00,111.0,113.0,107.5,112.0,1162,0.0,0.0,107.9,97.84333318074545,108.08203417105496,103.46952078875084,67.44186046511628,100.73499984741211,119.12553280427767,82.34446689054656,36.78106591373111,0.8062717154258011,0.0,0.15345006961920826,0.03545099310375801,2400.45,0.4840759024349601
2023-11-13 00:00:00-05:00,109.0,121.0,108.0,117.0,1804,0.0,0.0,109.3,98.24333318074544,109.70348442531737,104.35192022079677,68.18181818181819,102.42999992370605,120.21587272050377,84.64412712690833,35.57174559359544,0.9095947453002482,0.044642857142857206,0.13592233009708732,0.03518953992760475,2317.4,0.7784586174160697
2023-11-14 00:00:00-05:00,122.0,135.0,121.0,131.0,5780,0.0,0.0,112.2,99.30999984741212,113.57558192094584,106.08857803805611,75.0,104.65,125.01348636071333,84.28651363928668,40.72697272142665,1.1469913730203949,0.11965811965811968,0.2843137254901962,0.041677410085105,2495.7,2.3159834916055617
2023-11-15 00:00:00-05:00,125.0,134.0,123.0,130.0,2472,0.0,0.0,115.1,100.30999984741212,116.56184212277546,107.64586920180572,87.5,106.62999992370605,128.7818302586994,84.47816958871272,44.30366066998667,1.0274959162037338,-0.007633587786259555,0.28712871287128716,0.04182779411780801,2492.65,0.9917156439933403
2023-11-16 00:00:00-05:00,130.0,133.0,126.80000305175781,129.0,753,0.0,0.0,117.6,101.24333318074544,118.82332684119726,109.03576064107439,84.74945584467285,108.575,131.43548067233525,85.71451932766476,45.720961344670485,0.9467316390402377,-0.007692307692307665,0.24038461538461542,0.04196267002221443,2424.7,0.31055388295459235
2023-11-17 00:00:00-05:00,132.0,140.0,129.0,132.0,1755,0.0,0.0,119.9,102.4599998474121,121.21908686976373,110.52959651107822,83.72093023255815,110.50499992370605,134.46246020958,86.54753963783212,47.914920571747885,0.9486076533114,0.023255813953488413,0.21100917431192667,0.04177202651647929,2370.25,0.7404282248707942
2023-11-20 00:00:00-05:00,129.0,133.0,123.69999694824219,125.0,1140,0.0,0.0,121.6,103.62999979654948,121.90652591944064,111.4704011184225,73.46938775510205,111.90499992370606,135.81196673556718,87.99803311184493,47.81393362372225,0.7738741426159723,-0.05303030303030298,0.15740740740740744,0.04437013011440775,2292.25,0.49732795288472026
2023-11-21 00:00:00-05:00,125.0,130.0,124.5,126.0,466,0.0,0.0,122.8,104.89666646321615,122.65079419870405,112.41458259690387,75.51020408163265,113.15499992370606,137.2745685198131,89.03543132759903,48.23913719221407,0.7662775668045562,0.008000000000000007,0.10526315789473695,0.043903870487073636,2213.95,0.21048352492152037
2023-11-22 00:00:00-05:00,125.0,129.0,121.0,123.0,733,0.0,0.0,123.7,106.19333318074544,122.71428618104557,113.10213687940008,69.38775510204081,114.15499992370606,138.1599535881292,90.15004625928289,48.009907328846325,0.6842328087765233,-0.023809523809523836,0.07894736842105265,0.044575097472924166,2046.7,0.3581374896174329
2023-11-24 00:00:00-05:00,120.0,129.0,120.0,122.0,496,0.0,0.0,124.7,107.62666651407878,122.5844159354002,113.67982714397391,64.44444444444444,115.55499992370605,137.81305372958283,93.29694611782928,44.516107611753554,0.6447790568866419,-0.008130081300813052,0.08928571428571419,0.038599721408906676,1870.9,0.2651130471965364
2023-11-27 00:00:00-05:00,119.0,126.0,116.0999984741211,117.0,1627,0.0,0.0,125.2,108.88999989827474,121.56906738578878,113.89530004530761,59.183673469387756,116.55,137.04364471450143,96.05635528549857,40.98728942900286,0.5109790134031547,-0.040983606557377095,0.044642857142857206,0.040176923259712435,1834.2,0.8870352197143169
2023-11-28 00:00:00-05:00,114.0,119.0,111.0,113.0,2228,0.0,0.0,124.8,109.88666661580403,120.0110548855955,113.83721896091753,48.93617021276596,117.05,136.61877211542065,97.48122788457934,39.137544230841314,0.3965188010746852,-0.03418803418803418,-0.03418803418803418,0.03948010139760864,1756.25,1.2686120996441281
2023-11-29 00:00:00-05:00,111.0,118.0,110.0,110.0,1236,0.0,0.0,122.7,110.66666666666667,118.19086285093877,113.58837472006734,46.0,117.45,136.02530902200982,98.87469097799018,37.15061804401964,0.29946497818226003,-0.026548672566371723,-0.16030534351145043,0.039994602866791844,1682.95,0.7344246709646751
2023-11-30 00:00:00-05:00,111.0,114.0,109.0,111.0,618,0.0,0.0,120.8,111.3533332824707,116.88343310223175,113.42057427021,48.97959183673469,117.95,135.14822512262305,100.75177487737696,34.396450245246086,0.297944266037727,0.009090909090909038,-0.1461538461538462,0.03986143864146748,1593.0,0.3879472693032015
2023-12-01 00:00:00-05:00,113.0,117.0,111.0,114.0,1175,0.0,0.0,119.3,112.15,116.35917249244046,113.4581258409703,51.92307692307693,118.45,134.4825327151751,102.41746728482492,32.065065430350174,0.3612196812862885,0.027027027027026973,-0.11627906976744184,0.039780199787711946,1587.95,0.7399477313517427
2023-12-04 00:00:00-05:00,112.0,117.0,110.0,110.0,1075,0.0,0.0,117.1,112.70333328247071,115.20295922944551,113.234076188635,43.13725490196078,118.5,134.41424386814336,102.58575613185664,31.828487736286718,0.23294364248699753,-0.03508771929824561,-0.16666666666666663,0.039421521697976726,1503.9,0.7148081654365317
2023-12-05 00:00:00-05:00,112.0,118.0,110.0,115.0,2407,0.0,0.0,116.1,113.3033332824707,115.16605754920884,113.34845795810456,30.95238095238095,118.85,134.08534671327453,103.61465328672544,30.47069342654909,0.3736490848401407,0.045454545454545414,-0.07999999999999996,0.04054362592340262,1577.4,1.5259287435019653
2023-12-06 00:00:00-05:00,115.0,117.0,102.0,105.0,10211,0.0,0.0,114.0,113.43666661580404,113.31768336100909,112.80785282787537,25.490196078431367,118.4,134.7307910660233,102.0692089339767,32.661582132046604,0.08973206056505437,-0.08695652173913049,-0.16666666666666663,0.04340966551797169,2004.8,5.093276137270551
2023-12-07 00:00:00-05:00,130.5,148.0,126.0,127.0,75244,0.0,0.0,114.4,114.23666661580404,115.80537739265297,113.72664701358067,48.611111111111114,119.05,135.67559852503936,102.42440147496063,33.25119705007873,0.7390891367918792,0.20952380952380945,0.03252032520325199,0.06442445644742371,5738.45,13.112251566189476
2023-12-08 00:00:00-05:00,127.0,136.0,115.0,123.0,10741,0.0,0.0,114.5,115.20333328247071,117.11349063584214,114.3268662006343,43.83561643835616,119.6,135.9694194990795,103.23058050092051,32.73883899815898,0.6038521860897753,-0.03149606299212604,0.008196721311475308,0.0647816405444308,6156.15,1.7447593057349156
2023-12-11 00:00:00-05:00,122.0,135.0,120.0,126.0,6916,0.0,0.0,115.4,116.16666666666667,118.72921965343996,115.0822536732091,50.724637681159415,120.3,136.4974656887071,104.1025343112929,32.39493137741421,0.6759534519024801,0.024390243902439046,0.07692307692307687,0.06488124776741513,6443.85,1.0732714138286894
2023-12-12 00:00:00-05:00,122.0,135.0,122.0,129.0,3859,0.0,0.0,117.0,117.03333333333333,120.59663430190221,115.98271763464886,52.11267605633803,120.9,137.46756501500198,104.33243498499803,33.13513003000395,0.7444535450039105,0.023809523809523725,0.1415929203539823,0.06442379762912019,6546.6,0.5894662878440717
2023-12-13 00:00:00-05:00,133.0,134.0,128.5,131.0,4126,0.0,0.0,119.1,118.0,122.4881553710671,116.95414282994533,55.71428571428571,120.9,137.46756501500198,104.33243498499803,33.13513003000395,0.804812445004876,0.015503875968992276,0.19090909090909092,0.058777216161294915,6463.9,0.6383143303578336
2023-12-14 00:00:00-05:00,134.0,136.0,130.0,132.0,2896,0.0,0.0,121.2,119.03333333333333,124.21758169203297,117.92725002629005,57.142857142857146,121.0,137.82103945721116,104.17896054278884,33.642078914422314,0.8269714701038976,0.007633587786259444,0.18918918918918926,0.058751144876670436,6485.1,0.4465621193196712
2023-12-15 00:00:00-05:00,130.0,132.0,129.0,130.0,4042,0.0,0.0,122.8,119.9,125.26893048763304,118.70794339757718,59.701492537313435,121.05,137.97677729143047,104.12322270856953,33.85355458286094,0.7643740106550325,-0.015151515151515138,0.14035087719298245,0.058841444609685906,6649.55,0.6078606823018099
2023-12-18 00:00:00-05:00,129.0,132.0,124.0,127.0,3986,0.0,0.0,124.5,120.5,125.58367040199339,119.24407520150103,60.6060606060606,120.8,137.18484537292733,104.41515462707265,32.769690745854675,0.6891992221740543,-0.023076923076923106,0.15454545454545454,0.05886910548345207,6761.1,0.5895490378784517
2023-12-19 00:00:00-05:00,125.0,128.0,124.0,124.0,3627,0.0,0.0,125.4,121.03333333333333,125.29573032664248,119.55153158877012,60.6060606060606,120.75,137.08691332051765,104.41308667948235,32.673826641035305,0.599467994236044,-0.023622047244094446,0.07826086956521738,0.057843712869346135,6885.45,0.5267629566694988
2023-12-20 00:00:00-05:00,125.0,126.0,120.0,124.0,2580,0.0,0.0,127.3,121.36666666666666,125.06014299301198,119.83907419737692,60.0,120.65,136.87571059185169,104.42428940814831,32.451421183703374,0.6032312261776173,0.0,0.18095238095238098,0.05782091840712618,6991.15,0.3690379980403796
